Code;end date;Group/Investment;ISIN;Perf Y1;Perf Y3;Perf Y5;Vol Y1;Vol Y3;Vol Y5
XIUSA04CX8;04/02/2019;ICE BofA US 3M Trsy Bill TR USD;;1.98%;1.09%;0.67%;0.12%;0.10%;0.09%
XIUSA04EPI;04/02/2019;ICE BofA US High Yield TR USD;;3.38%;10.14%;4.68%;4.15%;4.33%;4.56%
FOUSA07WOV;04/02/2019;MSCI Europe NR EUR;;1.15%;7.01%;5.21%;15.70%;16.29%;18.39%
FOUSA09G33;04/02/2019;MSCI US Small Cap Growth NR USD;;3.47%;18.06%;8.26%;24.40%;19.54%;20.11%
XIUSA04FKR;04/02/2019;MSCI USA Value NR USD;;0.70%;12.08%;8.48%;17.66%;13.97%;14.95%
XIUSA04G92;04/02/2019;S&P 500 TR USD;;3.38%;15.59%;11.48%;20.50%;15.32%;16.03%
FOUSA06GBU;04/02/2019;TOPIX TR JPY;;-7.24%;7.23%;9.03%;20.73%;22.16%;23.10%
F0GBR05TBZ;28/01/2019;iMGP European Corporate Bds C EUR;LU0167813129;-4.41%;1.85%;1.41%;2.06%;2.74%;3.06%
F000002OH8;28/01/2019;iMGP Euro Fixed Income I EUR;LU0335770102;0.12%;1.29%;2.59%;2.18%;2.65%;3.16%
F00000JPT5;28/01/2019;iMGP Italian Opportunities I EUR;LU0536296873;-19.17%;2.40%;2.14%;20.15%;21.30%;23.64%
F00000NCCS;28/01/2019;iMGP US High Yield I USD;LU0688633840;0.09%;8.61%;3.63%;4.14%;4.51%;4.89%
F00000OU30;28/01/2019;iMGP US Value R USD;LU0821216842;-6.56%;7.66%;4.54%;12.39%;11.11%;12.15%
F00000Q0N6;28/01/2019;iMGP Sustainable Europe I EUR;LU0933606302;-14.18%;1.49%;2.10%;16.07%;18.04%;19.61%
F00000Q0P3;28/01/2019;iMGP Japan Opportunities I JPY;LU0933609314;-13.85%;3.66%;;19.19%;20.51%;22.60%
F00000Q0P4;28/01/2019;iMGP US Small&Mid Company Gr I USD;LU0933609405;-6.56%;14.05%;8.47%;19.50%;15.69%;16.44%
F00000Q0NX;28/01/2019;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-4.17%;0.55%;;3.13%;2.49%;2.79%
F00000QHZ0;28/01/2019;iMGP US Core Plus I M USD;LU0970691233;0.56%;2.54%;1.88%;1.91%;2.70%;2.92%
F00000UQH8;28/01/2019;iMGP Absolute Return GBP I M GBP;LU1130232017;-2.94%;1.77%;2.07%;2.73%;2.43%;2.80%
F00000XJ7Z;28/01/2019;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-7.27%;;;4.63%;3.75%;3.75%
F00000ZSS8;28/01/2019;iMGP Stable Return I USD;LU1726319590;1.57%;;;4.03%;4.02%;3.98%
XIUSA00108;28/01/2019;Bloomberg Euro Agg Bond TR EUR;;1.65%;1.19%;3.08%;2.46%;3.05%;3.32%
XIUSA000MH;28/01/2019;Bloomberg US Interm Credit TR USD;;2.03%;2.64%;2.48%;2.34%;2.53%;2.73%
EUCA000564;28/01/2019;EAA Fund EUR Cautious Allocation - Global;;-3.74%;0.70%;1.33%;2.32%;2.07%;2.42%
EUCA000690;28/01/2019;EAA Fund EUR Corporate Bond;;-1.37%;1.69%;2.04%;1.37%;1.63%;1.72%
EUCA000587;28/01/2019;EAA Fund EUR Diversified Bond;;-0.75%;0.50%;1.79%;1.16%;1.43%;1.70%
EUCA000922;28/01/2019;EAA Fund EUR Subordinated Bond;;-4.48%;3.97%;3.21%;2.82%;3.25%;2.95%
EUCA000511;28/01/2019;EAA Fund Europe Large-Cap Blend Equity;;-9.10%;2.89%;3.65%;11.87%;12.62%;14.37%
EUCA000621;28/01/2019;EAA Fund GBP Allocation 0-20% Equity;;-1.41%;3.82%;3.26%;2.20%;2.47%;2.54%
EUCA000640;28/01/2019;EAA Fund Italy Equity;;-14.77%;4.31%;3.38%;17.41%;19.79%;21.45%
EUCA000915;28/01/2019;EAA Fund Japan Flex-Cap Equity;;-20.01%;4.68%;6.98%;19.42%;19.37%;19.93%
EUCA000812;28/01/2019;EAA Fund Multistrategy EUR;;-3.72%;-0.67%;0.77%;2.80%;3.06%;3.79%
EUCA001010;28/01/2019;EAA Fund Multistrategy USD;;-1.32%;3.47%;3.01%;4.70%;3.75%;4.27%
EUCA000528;28/01/2019;EAA Fund US Large-Cap Value Equity;;-7.09%;10.79%;6.29%;14.58%;11.47%;12.04%
EUCA000853;28/01/2019;EAA Fund US Mid-Cap Equity;;-5.71%;12.25%;6.80%;15.83%;12.52%;12.61%
EUCA000691;28/01/2019;EAA Fund USD Corporate Bond;;-0.18%;3.24%;2.27%;2.40%;2.65%;2.63%
EUCA000746;28/01/2019;EAA Fund USD Flexible Allocation;;-6.80%;4.35%;0.99%;6.29%;5.26%;5.54%
EUCA000583;28/01/2019;EAA Fund USD High Yield Bond;;0.03%;7.13%;2.32%;3.34%;3.52%;3.79%
FOUSA08SQ4;28/01/2019;FTSE Italia AllShare PR EUR;;-15.98%;2.22%;0.86%;21.48%;24.22%;26.04%
FOUSA08IE9;28/01/2019;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.22%;0.02%;0.02%;0.02%
FOUSA05UOK;28/01/2019;ICE BofA Euro Corporate TR EUR;;-0.15%;2.03%;2.63%;1.95%;2.18%;2.29%
FOUSA08BV1;28/01/2019;ICE BofA Euro Subod Fin TR EUR;;-1.79%;4.02%;4.10%;3.12%;3.14%;3.05%
F000016NOS;28/01/2019;ICE BofA SONIA Overnight Bid TR GBP;;0.46%;0.29%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;28/01/2019;ICE BofA US 3M Trsy Bill TR USD;;1.95%;1.08%;0.66%;0.12%;0.10%;0.09%
XIUSA04EPI;28/01/2019;ICE BofA US High Yield TR USD;;1.25%;9.31%;4.43%;4.15%;4.34%;4.55%
FOUSA07WOV;28/01/2019;MSCI Europe NR EUR;;-6.84%;4.57%;4.40%;16.07%;16.38%;18.41%
FOUSA09G33;28/01/2019;MSCI US Small Cap Growth NR USD;;-4.16%;14.94%;6.91%;24.89%;19.73%;20.20%
XIUSA04FKR;28/01/2019;MSCI USA Value NR USD;;-5.78%;10.71%;7.48%;18.60%;14.07%;15.00%
XIUSA04G92;28/01/2019;S&P 500 TR USD;;-3.12%;13.68%;10.33%;21.30%;15.41%;16.08%
FOUSA06GBU;28/01/2019;TOPIX TR JPY;;-14.69%;4.93%;7.11%;21.64%;22.35%;23.35%
F0GBR05TBZ;21/01/2019;iMGP European Corporate Bds C EUR;LU0167813129;-5.11%;1.90%;1.26%;2.04%;2.74%;3.06%
F000002OH8;21/01/2019;iMGP Euro Fixed Income I EUR;LU0335770102;-0.82%;1.42%;2.44%;2.15%;2.67%;3.16%
F00000JPT5;21/01/2019;iMGP Italian Opportunities I EUR;LU0536296873;-21.62%;1.76%;1.64%;20.24%;21.49%;23.67%
F00000NCCS;21/01/2019;iMGP US High Yield I USD;LU0688633840;-0.76%;8.93%;3.56%;4.14%;4.52%;4.89%
F00000OU30;21/01/2019;iMGP US Value R USD;LU0821216842;-7.89%;8.30%;3.87%;12.47%;11.20%;12.21%
F00000Q0N6;21/01/2019;iMGP Sustainable Europe I EUR;LU0933606302;-16.63%;1.31%;1.43%;16.02%;18.09%;19.67%
F00000Q0P3;21/01/2019;iMGP Japan Opportunities I JPY;LU0933609314;-16.55%;5.56%;;19.12%;20.80%;22.63%
F00000Q0P4;21/01/2019;iMGP US Small&Mid Company Gr I USD;LU0933609405;-10.46%;13.66%;7.74%;19.46%;15.86%;16.51%
F00000Q0NX;21/01/2019;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-5.17%;0.58%;;3.12%;2.52%;2.79%
F00000QHZ0;21/01/2019;iMGP US Core Plus I M USD;LU0970691233;0.00%;2.59%;1.80%;1.88%;2.70%;2.92%
F00000UQH8;21/01/2019;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.87%;1.86%;1.90%;2.73%;2.49%;2.81%
F00000XJ7Z;21/01/2019;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-8.27%;;;4.62%;3.75%;3.75%
F00000ZSS8;21/01/2019;iMGP Stable Return I USD;LU1726319590;1.83%;;;3.99%;3.97%;3.93%
XIUSA00108;21/01/2019;Bloomberg Euro Agg Bond TR EUR;;0.69%;1.36%;3.02%;2.46%;3.06%;3.31%
XIUSA000MH;21/01/2019;Bloomberg US Interm Credit TR USD;;1.23%;2.60%;2.41%;2.32%;2.53%;2.73%
EUCA000564;21/01/2019;EAA Fund EUR Cautious Allocation - Global;;-4.41%;0.79%;1.14%;2.32%;2.08%;2.43%
EUCA000690;21/01/2019;EAA Fund EUR Corporate Bond;;-2.06%;1.81%;1.96%;1.37%;1.64%;1.72%
EUCA000587;21/01/2019;EAA Fund EUR Diversified Bond;;-1.35%;0.60%;1.73%;1.15%;1.44%;1.70%
EUCA000922;21/01/2019;EAA Fund EUR Subordinated Bond;;-5.29%;3.95%;3.10%;2.80%;3.25%;2.95%
EUCA000511;21/01/2019;EAA Fund Europe Large-Cap Blend Equity;;-11.34%;2.95%;2.99%;11.87%;12.65%;14.41%
EUCA000621;21/01/2019;EAA Fund GBP Allocation 0-20% Equity;;-2.01%;3.95%;3.06%;2.20%;2.48%;2.55%
EUCA000640;21/01/2019;EAA Fund Italy Equity;;-17.42%;3.43%;2.79%;17.45%;19.93%;21.47%
EUCA000915;21/01/2019;EAA Fund Japan Flex-Cap Equity;;-22.46%;5.99%;5.97%;19.42%;19.51%;19.98%
EUCA000812;21/01/2019;EAA Fund Multistrategy EUR;;-4.38%;-0.59%;0.50%;2.83%;3.08%;3.80%
EUCA001010;21/01/2019;EAA Fund Multistrategy USD;;-2.70%;3.35%;2.65%;4.71%;3.75%;4.29%
EUCA000528;21/01/2019;EAA Fund US Large-Cap Value Equity;;-8.78%;10.97%;5.81%;14.62%;11.55%;12.07%
EUCA000853;21/01/2019;EAA Fund US Mid-Cap Equity;;-8.61%;11.77%;6.13%;15.76%;12.53%;12.64%
EUCA000691;21/01/2019;EAA Fund USD Corporate Bond;;-0.96%;3.13%;2.14%;2.42%;2.64%;2.62%
EUCA000746;21/01/2019;EAA Fund USD Flexible Allocation;;-8.08%;4.37%;0.63%;6.28%;5.27%;5.56%
EUCA000583;21/01/2019;EAA Fund USD High Yield Bond;;-0.58%;7.37%;2.24%;3.33%;3.53%;3.79%
FOUSA08SQ4;21/01/2019;FTSE Italia AllShare PR EUR;;-18.82%;1.07%;0.29%;21.46%;24.40%;26.06%
FOUSA08IE9;21/01/2019;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.22%;0.02%;0.02%;0.02%
FOUSA05UOK;21/01/2019;ICE BofA Euro Corporate TR EUR;;-0.97%;2.17%;2.57%;1.96%;2.19%;2.29%
FOUSA08BV1;21/01/2019;ICE BofA Euro Subod Fin TR EUR;;-2.82%;4.04%;3.97%;3.10%;3.15%;3.05%
F000016NOS;21/01/2019;ICE BofA SONIA Overnight Bid TR GBP;;0.46%;0.29%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;21/01/2019;ICE BofA US 3M Trsy Bill TR USD;;1.94%;1.07%;0.66%;0.11%;0.10%;0.09%
XIUSA04EPI;21/01/2019;ICE BofA US High Yield TR USD;;0.51%;9.56%;4.40%;4.14%;4.35%;4.55%
FOUSA07WOV;21/01/2019;MSCI Europe NR EUR;;-9.38%;4.63%;3.80%;16.04%;16.47%;18.45%
FOUSA09G33;21/01/2019;MSCI US Small Cap Growth NR USD;;-7.80%;14.19%;6.36%;24.82%;19.94%;20.24%
XIUSA04FKR;21/01/2019;MSCI USA Value NR USD;;-7.27%;11.32%;7.14%;18.67%;14.26%;15.03%
XIUSA04G92;21/01/2019;S&P 500 TR USD;;-5.21%;13.74%;9.94%;21.27%;15.54%;16.10%
FOUSA06GBU;21/01/2019;TOPIX TR JPY;;-17.25%;6.30%;6.05%;21.66%;22.60%;23.41%
F0GBR05TBZ;14/01/2019;iMGP European Corporate Bds C EUR;LU0167813129;-5.03%;1.62%;1.29%;2.04%;2.87%;3.06%
F000002OH8;14/01/2019;iMGP Euro Fixed Income I EUR;LU0335770102;-1.05%;1.27%;2.48%;2.14%;2.67%;3.16%
F00000JPT5;14/01/2019;iMGP Italian Opportunities I EUR;LU0536296873;-20.41%;1.32%;1.45%;20.23%;21.94%;23.67%
F00000NCCS;14/01/2019;iMGP US High Yield I USD;LU0688633840;-1.13%;8.89%;3.46%;4.11%;4.69%;4.88%
F00000OU30;14/01/2019;iMGP US Value R USD;LU0821216842;-7.27%;8.22%;3.47%;12.41%;11.40%;12.20%
F00000Q0N6;14/01/2019;iMGP Sustainable Europe I EUR;LU0933606302;-16.88%;2.06%;1.24%;15.99%;18.46%;19.67%
F00000Q0P3;14/01/2019;iMGP Japan Opportunities I JPY;LU0933609314;-16.61%;4.82%;;19.12%;21.39%;22.67%
F00000Q0P4;14/01/2019;iMGP US Small&Mid Company Gr I USD;LU0933609405;-8.93%;13.91%;7.12%;19.39%;15.87%;16.48%
F00000Q0NX;14/01/2019;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-5.16%;0.48%;;3.12%;2.53%;2.79%
F00000QHZ0;14/01/2019;iMGP US Core Plus I M USD;LU0970691233;-0.15%;2.45%;1.90%;1.86%;2.70%;2.92%
F00000UQH8;14/01/2019;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.77%;1.73%;1.82%;2.73%;2.51%;2.81%
F00000XJ7Z;14/01/2019;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-8.09%;;;4.59%;3.74%;3.74%
F00000ZSS8;14/01/2019;iMGP Stable Return I USD;LU1726319590;1.31%;;;3.99%;3.94%;3.93%
XIUSA00108;14/01/2019;Bloomberg Euro Agg Bond TR EUR;;0.72%;1.38%;3.09%;2.46%;3.06%;3.32%
XIUSA000MH;14/01/2019;Bloomberg US Interm Credit TR USD;;0.67%;2.39%;2.42%;2.32%;2.53%;2.73%
EUCA000564;14/01/2019;EAA Fund EUR Cautious Allocation - Global;;-4.47%;0.60%;1.08%;2.30%;2.10%;2.43%
EUCA000690;14/01/2019;EAA Fund EUR Corporate Bond;;-2.09%;1.67%;1.95%;1.37%;1.65%;1.72%
EUCA000587;14/01/2019;EAA Fund EUR Diversified Bond;;-1.35%;0.55%;1.75%;1.16%;1.45%;1.70%
EUCA000922;14/01/2019;EAA Fund EUR Subordinated Bond;;-5.21%;3.57%;2.96%;2.78%;3.30%;2.94%
EUCA000511;14/01/2019;EAA Fund Europe Large-Cap Blend Equity;;-11.54%;3.20%;2.79%;11.75%;12.91%;14.41%
EUCA000621;14/01/2019;EAA Fund GBP Allocation 0-20% Equity;;-2.20%;3.71%;3.05%;2.18%;2.50%;2.55%
EUCA000640;14/01/2019;EAA Fund Italy Equity;;-16.24%;3.02%;2.70%;17.43%;20.37%;21.47%
EUCA000915;14/01/2019;EAA Fund Japan Flex-Cap Equity;;-22.01%;5.31%;5.77%;19.42%;20.05%;19.98%
EUCA000812;14/01/2019;EAA Fund Multistrategy EUR;;-4.40%;-0.70%;0.50%;2.82%;3.10%;3.81%
EUCA001010;14/01/2019;EAA Fund Multistrategy USD;;-2.67%;3.05%;2.56%;4.71%;3.76%;4.29%
EUCA000528;14/01/2019;EAA Fund US Large-Cap Value Equity;;-8.01%;10.74%;5.29%;14.54%;11.61%;12.06%
EUCA000853;14/01/2019;EAA Fund US Mid-Cap Equity;;-7.71%;11.54%;5.54%;15.65%;12.54%;12.62%
EUCA000691;14/01/2019;EAA Fund USD Corporate Bond;;-1.66%;2.77%;2.13%;2.41%;2.64%;2.62%
EUCA000746;14/01/2019;EAA Fund USD Flexible Allocation;;-7.66%;4.14%;0.48%;6.27%;5.35%;5.55%
EUCA000583;14/01/2019;EAA Fund USD High Yield Bond;;-0.74%;7.15%;2.12%;3.31%;3.63%;3.79%
FOUSA08SQ4;14/01/2019;FTSE Italia AllShare PR EUR;;-17.39%;0.82%;0.09%;21.42%;24.86%;26.05%
FOUSA08IE9;14/01/2019;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.22%;0.02%;0.02%;0.02%
FOUSA05UOK;14/01/2019;ICE BofA Euro Corporate TR EUR;;-0.98%;2.10%;2.57%;1.95%;2.20%;2.29%
FOUSA08BV1;14/01/2019;ICE BofA Euro Subod Fin TR EUR;;-2.78%;3.86%;3.89%;3.09%;3.20%;3.04%
F000016NOS;14/01/2019;ICE BofA SONIA Overnight Bid TR GBP;;0.45%;0.28%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;14/01/2019;ICE BofA US 3M Trsy Bill TR USD;;1.93%;1.05%;0.64%;0.11%;0.10%;0.09%
XIUSA04EPI;14/01/2019;ICE BofA US High Yield TR USD;;0.34%;9.54%;4.28%;4.11%;4.51%;4.54%
FOUSA07WOV;14/01/2019;MSCI Europe NR EUR;;-9.43%;5.15%;3.60%;15.86%;16.77%;18.44%
FOUSA09G33;14/01/2019;MSCI US Small Cap Growth NR USD;;-5.11%;14.82%;5.68%;24.69%;19.96%;20.22%
XIUSA04FKR;14/01/2019;MSCI USA Value NR USD;;-6.83%;11.22%;6.51%;18.54%;14.30%;15.01%
XIUSA04G92;14/01/2019;S&P 500 TR USD;;-3.90%;13.94%;9.26%;21.14%;15.56%;16.07%
FOUSA06GBU;14/01/2019;TOPIX TR JPY;;-17.02%;5.37%;5.99%;21.67%;23.17%;23.43%
F0GBR05TBZ;07/01/2019;iMGP European Corporate Bds C EUR;LU0167813129;-5.53%;1.00%;1.26%;2.03%;2.92%;3.07%
F000002OH8;07/01/2019;iMGP Euro Fixed Income I EUR;LU0335770102;-1.92%;0.95%;2.45%;2.13%;2.68%;3.16%
F00000JPT5;07/01/2019;iMGP Italian Opportunities I EUR;LU0536296873;-19.99%;-0.37%;1.61%;20.20%;22.08%;23.67%
F00000NCCS;07/01/2019;iMGP US High Yield I USD;LU0688633840;-1.59%;7.80%;3.31%;4.09%;4.80%;4.86%
F00000OU30;07/01/2019;iMGP US Value R USD;LU0821216842;-5.97%;7.22%;3.28%;12.42%;11.44%;12.19%
F00000Q0N6;07/01/2019;iMGP Sustainable Europe I EUR;LU0933606302;-18.39%;0.63%;1.00%;16.01%;18.58%;19.67%
F00000Q0P3;07/01/2019;iMGP Japan Opportunities I JPY;LU0933609314;-16.43%;3.99%;;19.10%;21.70%;22.72%
F00000Q0P4;07/01/2019;iMGP US Small&Mid Company Gr I USD;LU0933609405;-10.37%;12.32%;6.77%;19.41%;16.00%;16.52%
F00000Q0NX;07/01/2019;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-5.75%;0.12%;;3.10%;2.54%;2.79%
F00000QHZ0;07/01/2019;iMGP US Core Plus I M USD;LU0970691233;-0.23%;2.41%;1.97%;1.85%;2.71%;2.93%
F00000UQH8;07/01/2019;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.95%;1.57%;1.84%;2.71%;2.51%;2.81%
F00000XJ7Z;07/01/2019;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-8.65%;;;4.54%;3.73%;3.71%
F00000ZSS8;07/01/2019;iMGP Stable Return I USD;LU1726319590;0.15%;;;3.98%;3.94%;3.93%
XIUSA00108;07/01/2019;Bloomberg Euro Agg Bond TR EUR;;0.22%;1.24%;3.07%;2.48%;3.07%;3.31%
XIUSA000MH;07/01/2019;Bloomberg US Interm Credit TR USD;;0.44%;2.31%;2.41%;2.32%;2.53%;2.74%
EUCA000564;07/01/2019;EAA Fund EUR Cautious Allocation - Global;;-5.12%;0.16%;1.01%;2.28%;2.12%;2.42%
EUCA000690;07/01/2019;EAA Fund EUR Corporate Bond;;-2.70%;1.32%;1.94%;1.37%;1.66%;1.72%
EUCA000587;07/01/2019;EAA Fund EUR Diversified Bond;;-1.86%;0.34%;1.75%;1.15%;1.45%;1.70%
EUCA000922;07/01/2019;EAA Fund EUR Subordinated Bond;;-5.90%;2.77%;2.77%;2.72%;3.32%;2.92%
EUCA000511;07/01/2019;EAA Fund Europe Large-Cap Blend Equity;;-12.40%;1.77%;2.64%;11.73%;13.05%;14.40%
EUCA000621;07/01/2019;EAA Fund GBP Allocation 0-20% Equity;;-2.44%;3.53%;3.05%;2.17%;2.51%;2.55%
EUCA000640;07/01/2019;EAA Fund Italy Equity;;-16.11%;1.41%;2.74%;17.38%;20.50%;21.46%
EUCA000915;07/01/2019;EAA Fund Japan Flex-Cap Equity;;-21.88%;3.97%;5.57%;19.38%;20.25%;20.00%
EUCA000812;07/01/2019;EAA Fund Multistrategy EUR;;-5.49%;-1.33%;0.42%;2.81%;3.14%;3.80%
EUCA001010;07/01/2019;EAA Fund Multistrategy USD;;-2.75%;2.74%;2.46%;4.71%;3.76%;4.31%
EUCA000528;07/01/2019;EAA Fund US Large-Cap Value Equity;;-7.85%;9.40%;4.92%;14.58%;11.69%;12.05%
EUCA000853;07/01/2019;EAA Fund US Mid-Cap Equity;;-8.35%;9.69%;5.09%;15.66%;12.59%;12.59%
EUCA000691;07/01/2019;EAA Fund USD Corporate Bond;;-1.55%;2.65%;2.16%;2.43%;2.65%;2.63%
EUCA000746;07/01/2019;EAA Fund USD Flexible Allocation;;-7.57%;3.38%;0.37%;6.28%;5.38%;5.55%
EUCA000583;07/01/2019;EAA Fund USD High Yield Bond;;-1.10%;6.28%;1.99%;3.30%;3.70%;3.77%
FOUSA08SQ4;07/01/2019;FTSE Italia AllShare PR EUR;;-17.06%;-0.79%;0.12%;21.35%;24.96%;26.05%
FOUSA08IE9;07/01/2019;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.21%;0.02%;0.02%;0.02%
FOUSA05UOK;07/01/2019;ICE BofA Euro Corporate TR EUR;;-1.58%;1.83%;2.57%;1.98%;2.20%;2.29%
FOUSA08BV1;07/01/2019;ICE BofA Euro Subod Fin TR EUR;;-3.90%;3.15%;3.79%;3.04%;3.21%;3.03%
F000016NOS;07/01/2019;ICE BofA SONIA Overnight Bid TR GBP;;0.45%;0.28%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;07/01/2019;ICE BofA US 3M Trsy Bill TR USD;;1.90%;1.04%;0.64%;0.11%;0.10%;0.09%
XIUSA04EPI;07/01/2019;ICE BofA US High Yield TR USD;;-0.05%;8.47%;4.15%;4.11%;4.61%;4.53%
FOUSA07WOV;07/01/2019;MSCI Europe NR EUR;;-10.50%;3.73%;3.43%;15.87%;16.92%;18.43%
FOUSA09G33;07/01/2019;MSCI US Small Cap Growth NR USD;;-5.66%;12.88%;5.51%;24.79%;20.14%;20.23%
XIUSA04FKR;07/01/2019;MSCI USA Value NR USD;;-7.15%;10.04%;6.19%;18.57%;14.49%;15.02%
XIUSA04G92;07/01/2019;S&P 500 TR USD;;-4.18%;12.66%;8.99%;21.16%;15.76%;16.08%
FOUSA06GBU;07/01/2019;TOPIX TR JPY;;-16.95%;4.21%;5.52%;21.59%;23.41%;23.47%
F0GBR05TBZ;31/12/2018;iMGP European Corporate Bds C EUR;LU0167813129;-4.90%;0.93%;1.49%;2.01%;2.92%;3.07%
F000002OH8;31/12/2018;iMGP Euro Fixed Income I EUR;LU0335770102;-1.36%;1.35%;2.67%;2.13%;2.70%;3.16%
F00000JPT5;31/12/2018;iMGP Italian Opportunities I EUR;LU0536296873;-19.26%;-4.21%;1.43%;20.14%;22.16%;23.61%
F00000NCCS;31/12/2018;iMGP US High Yield I USD;LU0688633840;-3.75%;6.54%;2.99%;3.68%;4.72%;4.81%
F00000OU30;31/12/2018;iMGP US Value R USD;LU0821216842;-7.28%;4.15%;2.87%;12.11%;11.51%;12.14%
F00000Q0N6;31/12/2018;iMGP Sustainable Europe I EUR;LU0933606302;-18.75%;-2.93%;1.07%;15.59%;18.68%;19.61%
F00000Q0P3;31/12/2018;iMGP Japan Opportunities I JPY;LU0933609314;-16.16%;1.20%;;18.62%;21.61%;22.64%
F00000Q0P4;31/12/2018;iMGP US Small&Mid Company Gr I USD;LU0933609405;-11.90%;8.74%;6.25%;19.00%;15.97%;16.45%
F00000Q0NX;31/12/2018;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-5.59%;-0.20%;;3.08%;2.55%;2.79%
F00000QHZ0;31/12/2018;iMGP US Core Plus I M USD;LU0970691233;0.05%;2.72%;2.08%;1.76%;2.69%;2.92%
F00000UQH8;31/12/2018;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.61%;1.35%;1.90%;2.72%;2.51%;2.82%
F00000XJ7Z;31/12/2018;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-8.16%;;;4.49%;3.70%;3.71%
F00000ZSS8;31/12/2018;iMGP Stable Return I USD;LU1726319590;-0.71%;;;3.91%;3.90%;3.90%
XIUSA00108;31/12/2018;Bloomberg Euro Agg Bond TR EUR;;0.91%;1.56%;3.23%;2.46%;3.07%;3.31%
XIUSA000MH;31/12/2018;Bloomberg US Interm Credit TR USD;;0.25%;2.46%;2.47%;2.23%;2.51%;2.73%
EUCA000564;31/12/2018;EAA Fund EUR Cautious Allocation - Global;;-4.87%;-0.40%;0.99%;2.29%;2.14%;2.42%
EUCA000690;31/12/2018;EAA Fund EUR Corporate Bond;;-2.10%;1.43%;2.08%;1.35%;1.66%;1.72%
EUCA000587;31/12/2018;EAA Fund EUR Diversified Bond;;-1.41%;0.46%;1.88%;1.14%;1.45%;1.70%
EUCA000922;31/12/2018;EAA Fund EUR Subordinated Bond;;-5.78%;2.44%;2.98%;2.65%;3.30%;2.92%
EUCA000511;31/12/2018;EAA Fund Europe Large-Cap Blend Equity;;-12.54%;-1.41%;2.37%;11.50%;13.14%;14.36%
EUCA000621;31/12/2018;EAA Fund GBP Allocation 0-20% Equity;;-2.55%;3.09%;3.01%;2.17%;2.51%;2.55%
EUCA000640;31/12/2018;EAA Fund Italy Equity;;-15.83%;-2.22%;2.59%;17.33%;20.59%;21.44%
EUCA000915;31/12/2018;EAA Fund Japan Flex-Cap Equity;;-21.43%;0.73%;5.01%;19.22%;20.28%;19.93%
EUCA000812;31/12/2018;EAA Fund Multistrategy EUR;;-4.65%;-1.93%;0.43%;2.84%;3.18%;3.80%
EUCA001010;31/12/2018;EAA Fund Multistrategy USD;;-2.52%;2.33%;2.33%;4.72%;3.76%;4.31%
EUCA000528;31/12/2018;EAA Fund US Large-Cap Value Equity;;-9.73%;6.03%;4.32%;14.17%;11.72%;11.97%
EUCA000853;31/12/2018;EAA Fund US Mid-Cap Equity;;-11.34%;5.46%;4.40%;15.03%;12.54%;12.47%
EUCA000691;31/12/2018;EAA Fund USD Corporate Bond;;-1.99%;2.71%;2.18%;2.38%;2.64%;2.62%
EUCA000746;31/12/2018;EAA Fund USD Flexible Allocation;;-8.07%;1.75%;0.06%;6.19%;5.43%;5.53%
EUCA000583;31/12/2018;EAA Fund USD High Yield Bond;;-3.10%;5.16%;1.68%;2.90%;3.61%;3.72%
FOUSA08SQ4;31/12/2018;FTSE Italia AllShare PR EUR;;-16.58%;-4.60%;-0.05%;21.26%;25.04%;26.00%
FOUSA08IE9;31/12/2018;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.21%;0.02%;0.02%;0.02%
FOUSA05UOK;31/12/2018;ICE BofA Euro Corporate TR EUR;;-0.92%;2.05%;2.71%;1.95%;2.20%;2.29%
FOUSA08BV1;31/12/2018;ICE BofA Euro Subod Fin TR EUR;;-3.07%;3.29%;4.07%;3.01%;3.20%;3.03%
F000016NOS;31/12/2018;ICE BofA SONIA Overnight Bid TR GBP;;0.44%;0.28%;0.31%;0.02%;0.02%;0.02%
