share_class,end_date,start_date,performance,volatility,duration,is_green,asset_type
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-08-08,0.012769619974019264,0.05860216867964061,2457 days,False,alternative
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-08-08,0.026273028428235312,0.166078625674909,2457 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-08-08,0.022262818453367972,0.07426079140460555,2457 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-08-08,0.06642763663687967,0.15241694681729911,2457 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-08-08,0.005068166847758571,0.03427602426646077,2457 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-08-08,0.03522074682365872,0.1939786571658157,2457 days,False,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-08-08,0.03548555089886074,0.1719588449397931,2457 days,True,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-08-08,0.05997678696985065,0.22859352802176194,2457 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-08-08,0.009740880053974887,0.04418679238918893,2457 days,False,fund_of_funds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-08-15,0.011418000237184867,0.07723782224838575,2450 days,False,mixed
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-08-15,0.012806232620774516,0.05860216867964061,2450 days,False,alternative
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-08-15,0.022514854513338456,0.19609055723489838,2450 days,False,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-08-15,0.026348857955881932,0.166078625674909,2450 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-08-15,0.003207727677982053,0.03811309853170321,2450 days,False,mixed
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-08-15,0.0680103650668269,0.15258326111853693,2450 days,False,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-08-15,-0.0032984780016145354,0.045573963407980464,2450 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-08-15,0.009768766960789987,0.04418679238918893,2450 days,False,fund_of_funds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-08-15,0.06179470945445731,0.22887205616623568,2450 days,False,equity
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-08-15,-0.0019401541140297018,0.07270399289744893,2450 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-08-15,0.02232694814619518,0.07426079140460555,2450 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-08-15,0.036760343021761344,0.079651769786131,2450 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-08-15,0.013772197414794407,0.030510859337141066,2450 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-08-15,0.016943494163487616,0.03728411182307878,2450 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-08-15,0.005405907144669264,0.03431359428719443,2450 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-08-15,0.034006731137804724,0.1721654199461651,2450 days,True,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-08-15,0.03355023449462724,0.19421179361783528,2450 days,False,equity
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-08-22,0.06851670753838479,0.1527953875852742,2443 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-08-22,0.003486218367931171,0.03816060262459643,2443 days,False,mixed
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-08-22,0.059996243357840484,0.22915957347474214,2443 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-08-22,0.022391448352012455,0.07426079140460555,2443 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-08-22,0.03775406648497315,0.1721545855223731,2443 days,True,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-08-22,0.026425126446144143,0.166078625674909,2443 days,False,equity
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-08-22,0.024047905904410305,0.19632930372705412,2443 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-08-22,0.005739367176804899,0.03435168773835201,2443 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-08-22,0.009796813998149911,0.04418679238918893,2443 days,False,fund_of_funds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-08-22,0.012168076951845741,0.07732365214520612,2443 days,False,mixed
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-08-22,-0.00206189399766743,0.07280717501655104,2443 days,False,bonds
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-08-22,0.014194245003079864,0.03053519335879914,2443 days,False,mixed
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-08-22,0.03779304411931972,0.0797229664131204,2443 days,False,bonds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-08-22,0.0174231192909462,0.03731711331717658,2443 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-08-22,-0.002723375058160893,0.04561425040390625,2443 days,False,bonds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-08-22,0.01284305581760492,0.05860216867964061,2443 days,False,alternative
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-08-22,0.03416864260131991,0.19448166810996304,2443 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-08-29,0.012880091385953696,0.05860216867964061,2436 days,False,alternative
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-08-29,0.026501837721479404,0.166078625674909,2436 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-08-29,0.0680426438267574,0.2286706317749828,2436 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-08-29,0.015724082358293368,0.030329793225160374,2436 days,False,mixed
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-08-29,0.005461372084061944,0.03787692134900988,2436 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-08-29,0.0170007540633621,0.03735510611533439,2436 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-08-29,0.022456322290983488,0.07426079140460555,2436 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-08-29,0.009825022549253326,0.04418679238918893,2436 days,False,fund_of_funds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-08-29,0.04267853139228861,0.19364164689300142,2436 days,False,equity
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-08-29,0.000745149354871133,0.07255118865473527,2436 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-08-29,-0.0021535586180517763,0.045655348061628354,2436 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-08-29,0.03398416293798401,0.19508845753999385,2436 days,False,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-08-29,0.03945364470741253,0.07972901550327602,2436 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-08-29,0.07635198832565315,0.15187827115962332,2436 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-08-29,0.017446516958439684,0.07628586527517367,2436 days,False,mixed
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-08-29,0.005971576505405141,0.03439558259056982,2436 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-08-29,0.04886209844054923,0.17030687741488254,2436 days,True,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-09-05,0.04697742891714385,0.17048983892067318,2429 days,True,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-09-05,0.06682751914764418,0.22898220929316504,2429 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-09-05,0.016369225887508998,0.03032873909950668,2429 days,False,mixed
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-09-05,0.012917341168334318,0.05860216867964061,2429 days,False,alternative
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-09-05,0.0002970795760521838,0.07264637618652244,2429 days,False,bonds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-09-05,0.018010200403536958,0.03732051100158217,2429 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-09-05,0.007503034506191053,0.03422051319213311,2429 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-09-05,0.03919188034112575,0.0798410062419888,2429 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-09-05,0.02252157322069359,0.07426079140460555,2429 days,False,bonds
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-09-05,0.009853394013275008,0.04418679238918893,2429 days,False,fund_of_funds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-09-05,0.04485471601382551,0.19384139200745706,2429 days,False,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-09-05,-0.0019171437503546773,0.04571667889969575,2429 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-09-05,0.07690639822334733,0.1520896907333924,2429 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-09-05,0.01748426214646881,0.07639530182236724,2429 days,False,mixed
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-09-05,0.03279190946723931,0.19534767292484884,2429 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-09-05,0.006176716926437731,0.03788646861364561,2429 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-09-05,0.026578995648853576,0.166078625674909,2429 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-09-12,0.019542444804820258,0.07632727734821748,2422 days,False,mixed
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-09-12,0.016696906430429426,0.030360881767724796,2422 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-09-12,0.0179317074540728,0.03737374302083939,2422 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-09-12,0.03696876093470114,0.19534939188954897,2422 days,False,equity
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-09-12,0.03900673410477884,0.07995477248310774,2422 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-09-12,0.05104897705904432,0.1704404076258263,2422 days,True,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-09-12,-0.0018773490438431795,0.04578237101032218,2422 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-09-12,0.0013026801533224663,0.07270412552932336,2422 days,False,bonds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-09-12,0.006850748993300293,0.03790136918433885,2422 days,False,mixed
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-09-12,0.0098819298055981,0.04418679238918893,2422 days,False,fund_of_funds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-09-12,0.007264260890063268,0.0342643690493332,2422 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-09-12,0.05711301847906469,0.19191247898416505,2422 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-09-12,0.02258720443669726,0.07426079140460555,2422 days,False,bonds
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-09-12,0.026656604140389506,0.166078625674909,2422 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-09-12,0.07180057309997667,0.22899470107129635,2422 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-09-12,0.012954807028635162,0.05860216867964061,2422 days,False,alternative
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-09-12,0.08243236302792556,0.15174224780359635,2422 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-09-19,0.007645437811401923,0.034299831055878846,2415 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-09-19,0.050490508832528036,0.17068183360154193,2415 days,True,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-09-19,0.05378945609014507,0.19201925819587556,2415 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-09-19,0.016337104177241324,0.030391035343193623,2415 days,False,mixed
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-09-19,0.02265321927307018,0.07426079140460555,2415 days,False,bonds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-09-19,0.00659265515640417,0.037950405231397505,2415 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-09-19,0.01822151469029598,0.03742039261486188,2415 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-09-19,0.0007249329442924335,0.07279419355723336,2415 days,False,bonds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-09-19,0.01299249085243126,0.05860216867964061,2415 days,False,alternative
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-09-19,0.026734667154027836,0.166078625674909,2415 days,False,equity
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-09-19,0.07963782299286848,0.15181543497611913,2415 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-09-19,0.01908057797849838,0.07642883299251417,2415 days,False,mixed
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-09-19,0.06836407852570048,0.22917874089717405,2415 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-09-19,0.009910631358048594,0.04418679238918893,2415 days,False,fund_of_funds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-09-19,0.03851506320674969,0.08006122101627051,2415 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-09-19,0.034152604377177376,0.195508097703523,2415 days,False,equity
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-09-19,-0.0015812959163489237,0.04584196138363597,2415 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-09-26,-0.0012942774003472657,0.04590224554986866,2408 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-09-26,0.03580647176835483,0.19574510305872425,2408 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-09-26,0.009939500119135802,0.04418679238918893,2408 days,False,fund_of_funds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-09-26,0.006793112440056648,0.038001824733405895,2408 days,False,mixed
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-09-26,0.07876375932599622,0.15202201005403948,2408 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-09-26,0.016607914595399453,0.03042721884067743,2408 days,False,mixed
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-09-26,0.02681318869420135,0.166078625674909,2408 days,False,equity
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-09-26,0.0004063755934329283,0.07289520308909957,2408 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-09-26,0.06851053623407966,0.22950998191207034,2408 days,False,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-09-26,0.050330674455846935,0.1709287865819629,2408 days,True,equity
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-09-26,0.01776486099790464,0.037456815041244804,2408 days,False,bonds
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-09-26,0.05332748338673743,0.1922947735418483,2408 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-09-26,0.018756219936315377,0.07653533433980396,2408 days,False,mixed
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-09-26,0.01303039454730004,0.05860216867964061,2408 days,False,alternative
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-09-26,0.0395305462041835,0.08013694863943152,2408 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-09-26,0.022719621102975873,0.07426079140460555,2408 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-09-26,0.007439523264902936,0.03434552034773613,2408 days,False,bonds
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-10-03,0.04240522382676404,0.0799405751525813,2401 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-10-03,0.037736250826344575,0.1959677576196936,2401 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-10-03,0.01737318593127979,0.03040975207252203,2401 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-10-03,0.01860646373950381,0.037450736293102735,2401 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-10-03,0.0018271324018170887,0.07290934694251028,2401 days,False,bonds
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-10-03,0.013068520043143739,0.05860216867964061,2401 days,False,alternative
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-10-03,0.026892172812517767,0.166078625674909,2401 days,False,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-10-03,0.054587810875993625,0.17086072041393047,2401 days,True,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-10-03,0.054850731198529346,0.19253561847760486,2401 days,False,equity
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-10-03,0.019784380427813275,0.07660195873799963,2401 days,False,mixed
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-10-03,0.0006975701795630673,0.045684426822193244,2401 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-10-03,0.008633351954249191,0.03426048901276754,2401 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-10-03,0.022786413339239253,0.07426079140460555,2401 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-10-03,0.07103448526038814,0.22975872518555293,2401 days,False,equity
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-10-03,0.08221765714281992,0.15201925721425513,2401 days,False,equity
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-10-03,0.007869687275087633,0.03795760877092228,2401 days,False,mixed
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-10-03,0.009968537554294832,0.04418679238918893,2401 days,False,fund_of_funds
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-10-10,0.026971623608457396,0.166078625674909,2394 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-10-10,0.013106869292516699,0.05860216867964061,2394 days,False,alternative
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-10-10,0.04529505713631665,0.0797428031699546,2394 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-10-10,0.0025330785165422753,0.07299267077578733,2394 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-10-10,0.08044406263088799,0.15218386062197786,2394 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-10-10,0.009997745146135273,0.04418679238918893,2394 days,False,fund_of_funds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-10-10,0.018135274066744866,0.03748650207941207,2394 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-10-10,0.0022637653829049587,0.04557492652533954,2394 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-10-10,0.019594329751117856,0.07671217639149763,2394 days,False,mixed
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-10-10,0.01714553439040367,0.030448662952367037,2394 days,False,mixed
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-10-10,0.007731682446248556,0.038011316838294895,2394 days,False,mixed
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-10-10,0.03954991096851579,0.19619889890294998,2394 days,False,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-10-10,0.07049402156567752,0.23009076171564294,2394 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-10-10,0.022853599434930816,0.07426079140460555,2394 days,False,bonds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-10-10,0.05578047253129581,0.17108311819937436,2394 days,True,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-10-10,0.05299679771764687,0.19276552572754546,2394 days,False,equity
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-10-10,0.007763503273013672,0.034238411105743286,2394 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-10-17,0.01851354958964402,0.07677635579372165,2387 days,False,mixed
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-10-17,0.010027124394693443,0.04418679238918893,2387 days,False,fund_of_funds
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-10-17,0.007459284207538053,0.03806060229168574,2387 days,False,mixed
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-10-17,0.06670302052497368,0.2302498686340147,2387 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-10-17,0.013145444270958428,0.05860216867964061,2387 days,False,alternative
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-10-17,0.041020837990317416,0.07914583214484713,2387 days,False,bonds
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-10-17,0.022921182883962832,0.07426079140460555,2387 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-10-17,0.007586219825648,0.03428550723258158,2387 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-10-17,-0.00016318331066378367,0.045208947362265786,2387 days,False,bonds
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-10-17,0.027051545230082574,0.166078625674909,2387 days,False,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-10-17,0.04870536935649916,0.17043051025328643,2387 days,True,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-10-17,0.04753284640179234,0.1925769631529565,2387 days,False,equity
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-10-17,0.0008549220208835528,0.07297234259226708,2387 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-10-17,0.034618461868880734,0.19610230265751277,2387 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-10-17,0.01739392606171619,0.030486630915890073,2387 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-10-17,0.017992057237113057,0.03753957657732134,2387 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-10-17,0.07550922512528335,0.15194361517242239,2387 days,False,equity
LU0933609314 - iMGP Japan Opportunities I JPY,2022-04-30,2015-10-24,0.048304923786596676,0.19284846918139065,2380 days,False,equity
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-10-24,0.033980144364631926,0.19638436821347083,2380 days,False,equity
LU0995828042 - iMGP Europe I EUR,2022-04-30,2015-10-24,0.027131941874758425,0.166078625674909,2380 days,False,equity
LU1726319590 - iMGP Stable Return I USD,2022-04-30,2015-10-24,0.013184246977333114,0.05860216867964061,2380 days,False,alternative
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-10-24,0.01793148436771097,0.07687523117740308,2380 days,False,mixed
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-10-24,0.007015740991214159,0.038099745176090216,2380 days,False,mixed
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-10-24,0.0755461679255327,0.15216614067575202,2380 days,False,equity
LU1457568043 - iMGP Eurp Subordinated Bds I EUR,2022-04-30,2015-10-24,0.02298916722169375,0.07426079140460555,2380 days,False,bonds
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-10-24,0.06664616357680941,0.23058722254707142,2380 days,False,equity
LU2041049300 - iMGP BM Alternativos I EUR,2022-04-30,2015-10-24,0.010056676817689514,0.04418679238918893,2380 days,False,fund_of_funds
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-10-24,0.05000414277856402,0.17064879498288674,2380 days,True,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-10-24,0.01690200058014768,0.03050614255758091,2380 days,False,mixed
LU0688633840 - iMGP US High Yield I USD,2022-04-30,2015-10-24,0.04106035769431804,0.07926170363993788,2380 days,False,bonds
LU0167813129 - iMGP European Corporate Bds C EUR,2022-04-30,2015-10-24,-0.00018118500721686637,0.04527517136682373,2380 days,False,bonds
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-10-24,0.007067640647552498,0.034310428461748754,2380 days,False,bonds
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-10-24,0.017411969311202036,0.03756623233557522,2380 days,False,bonds
LU0418546858 - iMGP Global Convertibles C EUR,2022-04-30,2015-10-24,0.00043814834108246714,0.07307172709031844,2380 days,False,bonds
LU0536296873 - iMGP Italian Opportunities I EUR,2022-04-30,2015-10-31,0.030968067657764387,0.1965337828850184,2373 days,False,equity
LU1130232017 - iMGP Absolute Return GBP I M GBP,2022-04-30,2015-10-31,0.017006647619945303,0.030549804609456187,2373 days,False,mixed
LU0335770102 - iMGP Euro Fixed Income I EUR,2022-04-30,2015-10-31,0.006423563694539336,0.03432180791123586,2373 days,False,bonds
LU0335769435 - iMGP Global Diversified Inc I EUR HP,2022-04-30,2015-10-31,0.016774747075540386,0.07693351887516728,2373 days,False,mixed
LU0933611138 - iMGP Mlt-Asst Abs Ret EUR I EUR,2022-04-30,2015-10-31,0.0065924461031170445,0.03814064990954288,2373 days,False,mixed
LU0970691233 - iMGP US Core Plus I M USD,2022-04-30,2015-10-31,0.017594908210399662,0.03761855407642141,2373 days,False,bonds
LU0821216842 - iMGP US Value R USD,2022-04-30,2015-10-31,0.07322033757257196,0.15229039473815076,2373 days,False,equity
LU0933606302 - iMGP Sustainable Europe I EUR,2022-04-30,2015-10-31,0.043885934636802126,0.17022608265862263,2373 days,True,equity
LU0933609405 - iMGP US Small&Mid Company Gr I USD,2022-04-30,2015-10-31,0.06568659635509344,0.23091640273504133,2373 days,False,equity
